context: In a way, I can turn Jirou's stuff into my stuff! response:	Move it!
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Whoa! Gross!
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Whoa! Gross! response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Whoa! Gross!\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Whoa! Gross!\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Whoa! Gross!\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Whoa! Gross!\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Whoa! Gross!\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Whoa! Gross!\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Whoa! Gross!\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	Wipe
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe response:	So you're cool with those lovebirds sitting in a tree?
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\So you're cool with those lovebirds sitting in a tree? response:	They could be K-I-S-S-I-N-G.
context: Wipe\Wipe\Wipe\Wipe\Wipe\Wipe\So you're cool with those lovebirds sitting in a tree?\They could be K-I-S-S-I-N-G. response:	He does not possess the nerve to force himself upon Nanami without her consent.
context: Wipe\Wipe\Wipe\Wipe\Wipe\So you're cool with those lovebirds sitting in a tree?\They could be K-I-S-S-I-N-G.\He does not possess the nerve to force himself upon Nanami without her consent. response:	If she wanted me to look after her, she would've called for me by now.
context: Wipe\Wipe\Wipe\Wipe\So you're cool with those lovebirds sitting in a tree?\They could be K-I-S-S-I-N-G.\He does not possess the nerve to force himself upon Nanami without her consent.\If she wanted me to look after her, she would've called for me by now. response:	As a human, her life is short.
context: Wipe\Wipe\Wipe\So you're cool with those lovebirds sitting in a tree?\They could be K-I-S-S-I-N-G.\He does not possess the nerve to force himself upon Nanami without her consent.\If she wanted me to look after her, she would've called for me by now.\As a human, her life is short. response:	She should spend her time doing what makes her happy.
context: Wipe\Wipe\So you're cool with those lovebirds sitting in a tree?\They could be K-I-S-S-I-N-G.\He does not possess the nerve to force himself upon Nanami without her consent.\If she wanted me to look after her, she would've called for me by now.\As a human, her life is short.\She should spend her time doing what makes her happy. response:	If staying here with him fulfills that criteria, then I will not stand in their way.
context: Wipe\So you're cool with those lovebirds sitting in a tree?\They could be K-I-S-S-I-N-G.\He does not possess the nerve to force himself upon Nanami without her consent.\If she wanted me to look after her, she would've called for me by now.\As a human, her life is short.\She should spend her time doing what makes her happy.\If staying here with him fulfills that criteria, then I will not stand in their way. response:	Take it from someone who's actually spent time with humans.
context: So you're cool with those lovebirds sitting in a tree?\They could be K-I-S-S-I-N-G.\He does not possess the nerve to force himself upon Nanami without her consent.\If she wanted me to look after her, she would've called for me by now.\As a human, her life is short.\She should spend her time doing what makes her happy.\If staying here with him fulfills that criteria, then I will not stand in their way.\Take it from someone who's actually spent time with humans. response:	Human lives are short, so if you have something you want to say, then say it now.
context: They could be K-I-S-S-I-N-G.\He does not possess the nerve to force himself upon Nanami without her consent.\If she wanted me to look after her, she would've called for me by now.\As a human, her life is short.\She should spend her time doing what makes her happy.\If staying here with him fulfills that criteria, then I will not stand in their way.\Take it from someone who's actually spent time with humans.\Human lives are short, so if you have something you want to say, then say it now. response:	Or before you know it, you'll have missed your chance.
context: He does not possess the nerve to force himself upon Nanami without her consent.\If she wanted me to look after her, she would've called for me by now.\As a human, her life is short.\She should spend her time doing what makes her happy.\If staying here with him fulfills that criteria, then I will not stand in their way.\Take it from someone who's actually spent time with humans.\Human lives are short, so if you have something you want to say, then say it now.\Or before you know it, you'll have missed your chance. response:	I wish...
context: If she wanted me to look after her, she would've called for me by now.\As a human, her life is short.\She should spend her time doing what makes her happy.\If staying here with him fulfills that criteria, then I will not stand in their way.\Take it from someone who's actually spent time with humans.\Human lives are short, so if you have something you want to say, then say it now.\Or before you know it, you'll have missed your chance.\I wish... response:	I wish you would stay.
context: As a human, her life is short.\She should spend her time doing what makes her happy.\If staying here with him fulfills that criteria, then I will not stand in their way.\Take it from someone who's actually spent time with humans.\Human lives are short, so if you have something you want to say, then say it now.\Or before you know it, you'll have missed your chance.\I wish...\I wish you would stay. response:	It'd be nice.
context: She should spend her time doing what makes her happy.\If staying here with him fulfills that criteria, then I will not stand in their way.\Take it from someone who's actually spent time with humans.\Human lives are short, so if you have something you want to say, then say it now.\Or before you know it, you'll have missed your chance.\I wish...\I wish you would stay.\It'd be nice. response:	I forgot. I still have to return your medicine.
context: If staying here with him fulfills that criteria, then I will not stand in their way.\Take it from someone who's actually spent time with humans.\Human lives are short, so if you have something you want to say, then say it now.\Or before you know it, you'll have missed your chance.\I wish...\I wish you would stay.\It'd be nice.\I forgot. I still have to return your medicine. response:	The Peach Pills.
context: Take it from someone who's actually spent time with humans.\Human lives are short, so if you have something you want to say, then say it now.\Or before you know it, you'll have missed your chance.\I wish...\I wish you would stay.\It'd be nice.\I forgot. I still have to return your medicine.\The Peach Pills. response:	If it not for those,
context: Human lives are short, so if you have something you want to say, then say it now.\Or before you know it, you'll have missed your chance.\I wish...\I wish you would stay.\It'd be nice.\I forgot. I still have to return your medicine.\The Peach Pills.\If it not for those, response:	I would've likely lost my wings just as Brother Suirou had when he met the beast.
context: Or before you know it, you'll have missed your chance.\I wish...\I wish you would stay.\It'd be nice.\I forgot. I still have to return your medicine.\The Peach Pills.\If it not for those,\I would've likely lost my wings just as Brother Suirou had when he met the beast. response:	It worked even better than I'd heard.
context: I wish...\I wish you would stay.\It'd be nice.\I forgot. I still have to return your medicine.\The Peach Pills.\If it not for those,\I would've likely lost my wings just as Brother Suirou had when he met the beast.\It worked even better than I'd heard. response:	Is it something that is passed down at your shrine?
context: I wish you would stay.\It'd be nice.\I forgot. I still have to return your medicine.\The Peach Pills.\If it not for those,\I would've likely lost my wings just as Brother Suirou had when he met the beast.\It worked even better than I'd heard.\Is it something that is passed down at your shrine? response:	No, I got these in exchange for some donuts.
